Filename,P2104_Shaffer_REARRAYSENT_2018-05-16-08_46_45.109.csv,,,,
Study,Shaffer_DentalCaries_MultiSNP_033117,,,,
Project,Shaffer_DentalCaries_MultiEthnicGlobal_033117_2,,,,
DO NOT USE ANY COMMAS. This file will be converted to a comma-delimited file,,,,,
,,,,,
Rearray_Container_ID,Well,Subject_ID (must match the Subject_ID provided in the SIF),CIDR Comment,Investigator_Column_1,Investigator_Column_2
S1024-Rearray30,E08,C2_1832,,,
S1024-Rearray30,E09,C1_2934,,,
S1024-Rearray30,E10,C2_458,,,
S1024-Rearray30,E11,CONTROL_ID,Leave Position Empty,,
S1024-Rearray30,E12,C1_2935,,,
S1024-Rearray30,F01,C2_513,,,
S1024-Rearray30,F02,C2_1448,,,
S1024-Rearray30,F03,C2_457,,,
S1024-Rearray30,F04,C2_1046,,,
S1024-Rearray30,F05,C2_766,,,
S1024-Rearray30,F06,C2_767,,,
S1024-Rearray30,F07,C2_1338,,,
S1024-Rearray30,F08,C2_1889,,,
S1024-Rearray30,F09,C2_1080,,,
S1024-Rearray30,F10,C1_2650,,,
S1024-Rearray30,F11,C2_1594,,,
S1024-Rearray30,F12,C2_390,,,
S1024-Rearray30,G01,C1_2555,,,
S1024-Rearray30,G02,C2_255,,,
S1024-Rearray30,G03,C2_9929,,,
S1024-Rearray30,G04,C2_1287,,,
S1024-Rearray30,G05,D_255,,,
S1024-Rearray30,G06,C2_22,,,
S1024-Rearray30,G07,C2_486,,,
S1024-Rearray30,G08,C2_1378,,,
S1024-Rearray30,G09,C2_993,,,
S1024-Rearray30,G10,C2_1833,,,
S1024-Rearray30,G11,C2_505,,,
S1024-Rearray30,G12,C2_1713,,,
S1024-Rearray30,H01,C2_1499,,,
S1024-Rearray30,H02,C2_1712,,,
S1024-Rearray30,H03,C1_2938,,,
S1024-Rearray30,H04,C2_1483,,,
S1024-Rearray30,H05,C2_1324,,,
S1024-Rearray30,H06,D_9911,,,
S1024-Rearray30,H07,C2_1482,,,
S1024-Rearray30,H08,C2_1202,,,
S1024-Rearray30,H09,C2_514,,,
S1024-Rearray30,H10,C2_506,,,
S1024-Rearray30,H11,C2_783,,,
S1024-Rearray30,H12,C2_21,,,
S1024-Rearray31,A01,C1_2590,,,
S1024-Rearray31,A02,C2_186,,,
S1024-Rearray31,A03,C2_263,,,
S1024-Rearray31,A04,C2_1173,,,
S1024-Rearray31,A05,C2_511,,,
S1024-Rearray31,A06,C2_9932,,,
S1024-Rearray31,A07,C2_53,,,
S1024-Rearray31,A08,C2_645,,,
S1024-Rearray31,A09,D_111,,,
S1024-Rearray31,A10,C2_1966,,,
S1024-Rearray31,A11,C2_1044,,,
S1024-Rearray31,A12,D_416,,,
S1024-Rearray31,B01,C2_1128,,,
S1024-Rearray31,B02,C2_681,,,
S1024-Rearray31,B03,D_110,,,
S1024-Rearray31,B04,C2_906,,,
S1024-Rearray31,B05,C2_904,,,
S1024-Rearray31,B06,C2_414,,,
S1024-Rearray31,B07,C2_1944,,,
S1024-Rearray31,B08,D_505,,,
S1024-Rearray31,B09,C2_1043,,,
S1024-Rearray31,B10,C1_3048,,,
S1024-Rearray31,B11,C2_2021,,,
S1024-Rearray31,B12,C2_777,,,
S1024-Rearray31,C01,C2_320,,,
S1024-Rearray31,C02,C2_1360,,,
S1024-Rearray31,C03,C2_197,,,
S1024-Rearray31,C04,D_149,,,
S1024-Rearray31,C05,C2_646,,,
S1024-Rearray31,C06,C2_1307,,,
S1024-Rearray31,C07,C2_1042,,,
S1024-Rearray31,C08,C2_1136,,,
S1024-Rearray31,C09,C2_1045,,,
S1024-Rearray31,C10,C2_901,,,
S1024-Rearray31,C11,C2_1027,,,
S1024-Rearray31,C12,C2_1334,,,
S1024-Rearray31,D01,C1_3087,,,
S1024-Rearray31,D02,CONTROL_ID,Leave Position Empty,,
S1024-Rearray31,D03,C1_3047,,,
S1024-Rearray31,D04,C2_163,,,
S1024-Rearray31,D05,C1_2826,,,
S1024-Rearray31,D06,C2_682,,,
S1024-Rearray31,D07,C2_1028,,,
S1024-Rearray31,D08,C1_2953,,,
S1024-Rearray31,D09,C2_685,,,
S1024-Rearray31,D10,C2_512,,,
S1024-Rearray31,D11,C2_582,,,
S1024-Rearray31,D12,C2_1079,,,
S1024-Rearray31,E01,C2_262,,,
S1024-Rearray31,E02,D_115,,,
S1024-Rearray31,E03,C2_415,,,
S1024-Rearray31,E04,C2_2028,,,
S1024-Rearray31,E05,C1_3079,,,
S1024-Rearray31,E06,C2_162,,,
S1024-Rearray31,E07,D_422,,,
S1024-Rearray31,E08,C2_1619,,,
S1024-Rearray31,E09,C2_2201,,,
S1024-Rearray31,E10,C2_583,,,
S1024-Rearray31,E11,C1_3086,,,
S1024-Rearray31,E12,C2_271,,,
S1024-Rearray31,F01,C2_187,,,
S1024-Rearray31,F02,C2_1135,,,
S1024-Rearray31,F03,C2_902,,,
S1024-Rearray31,F04,C2_2020,,,
S1024-Rearray31,F05,C2_591,,,
S1024-Rearray31,F06,C2_1943,,,
S1024-Rearray31,F07,C2_1078,,,
S1024-Rearray31,F08,D_313,,,
S1024-Rearray31,F09,D_337,,,
S1024-Rearray31,F10,C2_778,,,
S1024-Rearray31,F11,C2_196,,,
S1024-Rearray31,F12,C2_1306,,,
S1024-Rearray31,G01,C2_565,,,
S1024-Rearray31,G02,D_98,,,
S1024-Rearray31,G03,CONTROL_ID,Leave Position Empty,,
S1024-Rearray31,G04,C2_319,,,
S1024-Rearray31,G05,C2_54,,,
S1024-Rearray31,G06,C2_566,,,
S1024-Rearray31,G07,C2_903,,,
S1024-Rearray31,G08,C2_2029,,,
S1024-Rearray31,G09,C1_3078,,,
S1024-Rearray31,G10,C2_480,,,
S1024-Rearray31,G11,C2_1682,,,
S1024-Rearray31,G12,C2_905,,,
S1024-Rearray31,H01,C2_686,,,
S1024-Rearray31,H02,D_343,,,
S1024-Rearray31,H03,C2_1361,,,
S1024-Rearray31,H04,C2_1855,,,
S1024-Rearray31,H05,C2_1158,,,
S1024-Rearray31,H06,C2_1854,,,
S1024-Rearray31,H07,C2_270,,,
S1024-Rearray31,H08,C2_9902,,,
S1024-Rearray31,H09,C2_1965,,,
S1024-Rearray31,H10,D_459,,,
S1024-Rearray31,H11,C2_590,,,
S1024-Rearray31,H12,C2_1681,,,
S1024-Rearray32,A01,C2_516,,,
S1024-Rearray32,A02,D_441,,,
S1024-Rearray32,A03,CONTROL_ID,Leave Position Empty,,
S1024-Rearray32,A04,D_342,,,
S1024-Rearray32,A05,C2_501,,,
S1024-Rearray32,A06,C2_639,,,
S1024-Rearray32,A07,D_434,,,
S1024-Rearray32,A08,C2_502,,,
S1024-Rearray32,A09,C1_2762,,,
S1024-Rearray32,A10,C2_880,,,
S1024-Rearray32,A11,C1_3015,,,
S1024-Rearray32,A12,C2_1565,,,
S1024-Rearray32,B01,D_171,,,
S1024-Rearray32,B02,C1_2517,,,
S1024-Rearray32,B03,C2_1432,,,
S1024-Rearray32,B04,D_369,,,
S1024-Rearray32,B05,C1_2886,,,
S1024-Rearray32,B06,D_127,,,
S1024-Rearray32,B07,C2_600,,,
S1024-Rearray32,B08,C2_1132,,,
S1024-Rearray32,B09,C2_1608,,,
S1024-Rearray32,B10,C2_2125,,,
S1024-Rearray32,B11,C2_338,,,
S1024-Rearray32,B12,C2_1300,,,
S1024-Rearray32,C01,C2_2003,,,
S1024-Rearray32,C02,C2_2164,,,
S1024-Rearray32,C03,D_295,,,
S1024-Rearray32,C04,D_312,,,
S1024-Rearray32,C05,C2_2163,,,
S1024-Rearray32,C06,C2_2068,,,
S1024-Rearray32,C07,C1_2659,,,
S1024-Rearray32,C08,C2_381,,,
S1024-Rearray32,C09,C2_909,,,
S1024-Rearray32,C10,C2_1256,,,
S1024-Rearray32,C11,D_262,,,
S1024-Rearray32,C12,C2_1802,,,
S1024-Rearray32,D01,C2_2016,,,
S1024-Rearray32,D02,C2_1430,,,
S1024-Rearray32,D03,C2_879,,,
S1024-Rearray32,D04,D_311,,,
S1024-Rearray32,D05,D_379,,,
S1024-Rearray32,D06,D_167,,,
S1024-Rearray32,D07,D_230,,,
S1024-Rearray32,D08,C2_65,,,
S1024-Rearray32,D09,D_381,,,
S1024-Rearray32,D10,D_433,,,
S1024-Rearray32,D11,D_51,,,
S1024-Rearray32,D12,C1_2589,,,
S1024-Rearray32,E01,C2_1626,,,
S1024-Rearray32,E02,C2_640,,,
S1024-Rearray32,E03,C1_2885,,,
S1024-Rearray32,E04,D_385,,,
S1024-Rearray32,E05,C1_2734,,,
S1024-Rearray32,E06,C2_1564,,,
S1024-Rearray32,E07,D_1,,,
S1024-Rearray32,E08,C2_1431,,,
S1024-Rearray32,E09,C2_743,,,
S1024-Rearray32,E10,CONTROL_ID,Leave Position Empty,,
S1024-Rearray32,E11,C2_713,,,
S1024-Rearray32,E12,D_356,,,
S1024-Rearray32,F01,C2_2174,,,
S1024-Rearray32,F02,D_494,,,
S1024-Rearray32,F03,C2_1429,,,
S1024-Rearray32,F04,C2_1133,,,
S1024-Rearray32,F05,C2_2137,,,
